timestamp,gaze_x,gaze_y,pupil_left,pupil_right,blink,focus_score
1764433283.4905334,0.14081880358073134,-0.03370868012885866,5.796,5.747,0,0.816
1764433283.518847,0.13931835481420435,-0.04162492224404721,5.833,5.461,0,0.819
1764433283.5648665,0.1463916266504858,-0.049046947833276344,6.003,5.445,0,0.822
1764433283.576881,0.15365060924357524,-0.05362698113035218,5.868,5.434,0,0.826
1764433283.6199694,0.1589977341628103,-0.05063984832970797,6.103,5.181,0,0.831
1764433283.6463914,0.16069745237550578,-0.04181808613848785,6.150,5.120,0,0.836
1764433283.6740859,0.16567571666285386,-0.06239766029694155,6.091,5.196,0,0.839
1764433283.693732,0.15804030935630534,-0.060264900669397686,6.258,5.136,0,0.841
1764433283.7433333,0.15738302424172138,-0.06706523816088607,6.711,4.903,0,0.842
1764433283.792773,0.17683478363587163,-0.06916788893484246,6.692,4.903,0,0.831
1764433283.8121636,0.19109204085280254,-0.09457136840823588,8.068,4.903,0,0.790
1764433283.8397353,0.17607212090465396,-0.18543072711653444,9.597,4.903,0,0.727
1764433283.902916,0.16279375386402722,-0.1993928551354201,10.667,4.728,0,0.713
1764433283.9186409,0.15349889693558852,-0.20916634474864004,11.416,4.606,0,0.699
1764433283.9353595,0.16376172785491214,-0.16935394132404794,9.873,4.512,0,0.695
1764433284.0024266,0.1619665428317717,-0.15588109226016697,10.032,4.447,0,0.694
1764433284.0255227,0.16824837485403493,-0.137321892787245,8.904,4.206,0,0.696
1764433284.0474002,0.1746248239362862,-0.11595705572030225,7.899,4.054,0,0.699
1764433284.0802596,0.1746248239362862,-0.11595705572030225,7.899,4.054,0,0.698
1764433284.104749,0.17283833829386192,-0.10568916977344234,7.195,4.055,0,0.700
1764433284.1606662,0.15848683680570333,-0.09273241884140963,7.195,4.048,0,0.689
1764433284.1765914,0.1390657857639923,-0.10241269318898674,7.195,4.011,0,0.679
1764433284.2221587,0.1348460500347946,-0.09043888523229071,7.195,4.017,0,0.673
1764433284.2547543,0.14214223502435627,-0.1030572196626035,7.663,4.163,0,0.675
1764433284.27125,0.14724956451704943,-0.11189005376382244,7.991,4.264,0,0.678
1764433284.3176634,0.1405746951619346,-0.08457303763467587,7.991,4.397,0,0.674
1764433284.33076,0.1359022866133542,-0.06545112634427327,7.991,4.491,0,0.673
1764433284.349642,0.1170066006293483,-0.0770657884409911,7.991,4.321,0,0.668
1764433284.423438,0.12709692813285128,-0.051061436524078525,8.715,4.234,0,0.669
1764433284.4464972,0.12890534969299614,-0.06268050556685482,8.379,4.196,0,0.669
1764433284.464594,0.13541021537333248,-0.05917047154385717,7.700,4.243,0,0.669
1764433284.4805892,0.14270381742799934,-0.05756516341403332,7.224,4.266,0,0.670
1764433284.5451608,0.13405556812720146,-0.04510330669751568,7.131,4.500,0,0.669
1764433284.5930908,0.11083889768904107,-0.037134814688260825,6.898,4.583,1,0.667
1764433284.6402633,0.07722665145925195,-0.033927062589475025,7.152,4.618,0,0.662
1764433284.6593728,0.05369807909839956,-0.031681636120324964,7.330,4.643,0,0.656
1764433284.6864512,0.054535770753495194,-0.04080695297653513,7.124,4.685,0,0.651
1764433284.7030604,0.05512215491206214,-0.03938217477588243,6.979,4.690,0,0.646
1764433284.7493193,0.050724931515366806,-0.04715886849696377,6.855,4.761,0,0.643
1764433284.7814498,0.04764687513768007,-0.0535640925632591,6.734,4.758,0,0.641
1764433284.8105335,0.04549223567329935,-0.05804774940966584,6.650,4.756,0,0.646
1764433284.8642423,0.005996148681716679,-0.04928727074061223,6.094,4.599,0,0.674
1764433284.888173,-0.022245003615106073,-0.043154935672274713,5.705,4.489,0,0.683
1764433284.9153671,-0.03408111791518969,-0.03104980112443836,5.959,4.567,0,0.700
1764433284.9327912,-0.03211470109266887,-0.02495884268755931,6.655,4.622,0,0.708
1764433284.9750044,-0.02977667085536572,-0.020695171781743977,7.142,4.661,0,0.719
1764433285.0066686,-0.05089174652183298,-0.02013565870875921,6.770,4.687,0,0.725
1764433285.0698147,-0.05971924518971769,-0.04904971222735314,7.724,4.706,0,0.727
1764433285.0836546,-0.0660823177866486,-0.06882999086683947,8.392,4.720,0,0.729
1764433285.0975115,-0.08784416091219252,-0.024382916683710704,7.664,4.729,0,0.732
1764433285.149821,-0.05690946467473364,-0.03646849416728533,7.812,4.746,0,0.742
1764433285.17662,-0.035255177308512416,-0.044928398405787565,7.916,4.758,0,0.753
1764433285.1991587,-0.03381323950057413,-0.04947872503789744,7.583,4.637,0,0.769
1764433285.2314074,-0.04374845317076399,-0.0865016233636322,8.389,4.516,0,0.771
1764433285.2992601,-0.03435694889374316,-0.06722534449933877,8.326,4.431,0,0.776
1764433285.323059,-0.029338325764081696,-0.053548125764921614,8.282,4.290,0,0.790
1764433285.3465075,-0.046385244324450056,-0.04800405002639532,7.319,4.274,0,0.806
1764433285.394763,-0.05218120948865344,-0.08432398886463054,8.204,4.262,0,0.829
1764433285.4108145,-0.056238385103595814,-0.11070948451293358,8.824,4.253,0,0.830
1764433285.4395978,-0.04790759355441763,-0.08371835861606722,8.215,4.248,0,0.834
1764433285.4700694,-0.03630680870076213,-0.06527705917604329,8.293,4.243,0,0.839
1764433285.5165424,-0.03395549007243406,-0.051406611106488136,7.844,4.241,0,0.847
1764433285.5503788,-0.052671557982830644,-0.08881268207318409,8.571,4.133,0,0.852
1764433285.575896,-0.06577280552010825,-0.11499693174987125,9.081,4.058,0,0.847
1764433285.6150126,-0.06634639372832911,-0.08524898344662929,8.402,3.992,0,0.845
1764433285.6371293,-0.06380672900349564,-0.06442541963435992,7.926,3.946,0,0.845
1764433285.6526384,-0.05178235736127064,-0.05015661727346368,7.549,4.032,0,0.845
1764433285.71009,-0.044788374134790004,-0.039860763313144004,7.329,3.961,0,0.844
1764433285.7582796,-0.03316181664548439,-0.03457674246399704,7.584,3.913,0,0.842
1764433285.8062572,-0.03819148515946446,-0.032918316674689134,7.538,3.825,0,0.841
1764433285.8205662,-0.0417122531192505,-0.03175741862217359,7.506,3.763,0,0.840
1764433285.8377304,-0.0363818351020275,-0.034786754121494394,7.744,4.172,0,0.844
1764433285.9019432,-0.036949185023907885,-0.0339095514144577,7.657,4.191,0,0.854
